measure_name,datum,state_id,state_name,first_year,last_year,footnotes,sources,
"No. of abortions among Hispanic women aged 15-19, by state of residence",u,IL,Illinois,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",90,IN,Indiana,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",60,KS,Kansas,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",30,KY,Kentucky,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",u,LA,Louisiana,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",u,MA,Massachusetts,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",u,MD,Maryland,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",--,ME,Maine,2013,n/a,Rounded to the nearest 10. ; Fewer than five abortions or fetal losses,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",130,MI,Michigan,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",80,MN,Minnesota,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",80,MO,Missouri,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",u,MS,Mississippi,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",10,MT,Montana,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",310,NC,North Carolina,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",u,ND,North Dakota,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",u,NE,Nebraska,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",u,NH,New Hampshire,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",470,NJ,New Jersey,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",370,NM,New Mexico,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",160,NV,Nevada,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",4670,NY,New York,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",u,OH,Ohio,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",u,OK,Oklahoma,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",140,OR,Oregon,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among Hispanic women aged 15-19, by state of residence",u,PA,Pennsylvania,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among non-Hispanic black women aged 15-19, by state of residence",10,AK,Alaska,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among non-Hispanic black women aged 15-19, by state of residence",u,AL,Alabama,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among non-Hispanic black women aged 15-19, by state of residence",240,AR,Arkansas,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"No. of abortions among non-Hispanic black women aged 15-19, by state of residence",u,AZ,Arizona,2013,n/a,Rounded to the nearest 10. ,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
